hhmm	lucky	repeated digit	stepper	palindrome	math	reason together
8:30	False	None	None	None	None	None
8:31	False	None	None	None	None	None
8:32	False	None	None	None	None	None
8:33	False	None	None	None	None	None
8:34	False	None	None	None	None	None
8:35	True	None	None	None	8-3=5, 8=3+5	8-3=5, 8=3+5
8:36	False	None	None	None	None	None
8:37	False	None	None	None	None	None
8:38	True	None	None	palindrome	None	palindrome
8:39	False	None	None	None	None	None
8:40	False	None	None	None	None	None
8:41	False	None	None	None	None	None
8:42	True	None	None	None	8/4=2, 8=4*2	8/4=2, 8=4*2
8:43	False	None	None	None	None	None
8:44	True	None	None	None	8-4=4, 8=4+4	8-4=4, 8=4+4
8:45	False	None	None	None	None	None
8:46	False	None	None	None	None	None
8:47	False	None	None	None	None	None
8:48	True	None	None	palindrome	None	palindrome
8:49	False	None	None	None	None	None
8:50	False	None	None	None	None	None
8:51	False	None	None	None	None	None
8:52	False	None	None	None	None	None
8:53	True	None	None	None	8-5=3, 8=5+3	8-5=3, 8=5+3
8:54	False	None	None	None	None	None
8:55	False	None	None	None	None	None
8:56	False	None	None	None	None	None
8:57	False	None	None	None	None	None
8:58	True	None	None	palindrome	None	palindrome
8:59	False	None	None	None	None	None
9:00	True	None	None	None	9*0=0	9*0=0
9:01	False	None	None	None	None	None
9:02	False	None	None	None	None	None
9:03	False	None	None	None	None	None
9:04	False	None	None	None	None	None
9:05	False	None	None	None	None	None
9:06	False	None	None	None	None	None
9:07	False	None	None	None	None	None
9:08	False	None	None	None	None	None
9:09	True	None	None	palindrome	9+0=9, 9-0=9, 9=0_9, 9=0+9	palindrome, 9+0=9, 9-0=9, 9=0_9, 9=0+9
9:10	False	None	None	None	None	None
9:11	False	None	None	None	None	None
9:12	False	None	None	None	None	None
9:13	False	None	None	None	None	None
9:14	False	None	None	None	None	None
9:15	False	None	None	None	None	None
9:16	False	None	None	None	None	None
9:17	False	None	None	None	None	None
9:18	True	None	None	None	9-1=8, 9=1+8	9-1=8, 9=1+8
9:19	True	None	None	palindrome	9*1=9, 9/1=9, 9=1*9	palindrome, 9*1=9, 9/1=9, 9=1*9
9:20	False	None	None	None	None	None
9:21	False	None	None	None	None	None
9:22	False	None	None	None	None	None
9:23	False	None	None	None	None	None
9:24	False	None	None	None	None	None
9:25	False	None	None	None	None	None
9:26	False	None	None	None	None	None
9:27	True	None	None	None	9-2=7, 9=2+7	9-2=7, 9=2+7
9:28	False	None	None	None	None	None
9:29	True	None	None	palindrome	None	palindrome
9:30	False	None	None	None	None	None
9:31	False	None	None	None	None	None
9:32	False	None	None	None	None	None
9:33	True	None	None	None	9/3=3, 9=3*3	9/3=3, 9=3*3
9:34	False	None	None	None	None	None
9:35	False	None	None	None	None	None
9:36	True	None	None	None	9-3=6, 9=3+6	9-3=6, 9=3+6
9:37	False	None	None	None	None	None
9:38	False	None	None	None	None	None
9:39	True	None	None	palindrome	None	palindrome
9:40	False	None	None	None	None	None
9:41	False	None	None	None	None	None
9:42	False	None	None	None	None	None
9:43	False	None	None	None	None	None
9:44	False	None	None	None	None	None
9:45	True	None	None	None	9-4=5, 9=4+5	9-4=5, 9=4+5
9:46	False	None	None	None	None	None
9:47	False	None	None	None	None	None
9:48	False	None	None	None	None	None
9:49	True	None	None	palindrome	None	palindrome
9:50	False	None	None	None	None	None
9:51	False	None	None	None	None	None
9:52	False	None	None	None	None	None
9:53	False	None	None	None	None	None
9:54	True	None	None	None	9-5=4, 9=5+4	9-5=4, 9=5+4
9:55	False	None	None	None	None	None
9:56	False	None	None	None	None	None
9:57	False	None	None	None	None	None
9:58	False	None	None	None	None	None
9:59	True	None	None	palindrome	None	palindrome
10:00	True	None	None	None	1_0*0=0, 1*0_0=0, 1*0*0=0, 1*0+0=0, 1*0-0=0, 1*0=0_0, 1*0=0*0, 1*0=0+0, 1*0=0-0	1_0*0=0, 1*0_0=0, 1*0*0=0, 1*0+0=0, 1*0-0=0, 1*0=0_0, 1*0=0*0, 1*0=0+0, 1*0=0-0
10:01	True	None	None	palindrome	1*0=0*1, 1*0=0/1, 1+0_0=1, 1+0*0=1, 1+0+0=1, 1+0-0=1, 1+0=0_1, 1+0=0+1, 1-0_0=1, 1-0*0=1, 1-0+0=1, 1-0-0=1, 1-0=0_1, 1-0=0+1, 1=0_0_1, 1=0_0+1, 1=0*0+1, 1=0+0_1, 1=0+0+1, 1=0-0+1	palindrome, 1*0=0*1, 1*0=0/1, 1+0_0=1, 1+0*0=1, 1+0+0=1, 1+0-0=1, 1+0=0_1, 1+0=0+1, 1-0_0=1, 1-0*0=1, 1-0+0=1, 1-0-0=1, 1-0=0_1, 1-0=0+1, 1=0_0_1, 1=0_0+1, 1=0*0+1, 1=0+0_1, 1=0+0+1, 1=0-0+1
10:02	True	None	None	None	1*0=0*2, 1*0=0/2	1*0=0*2, 1*0=0/2
10:03	True	None	None	None	1*0=0*3, 1*0=0/3	1*0=0*3, 1*0=0/3
10:04	True	None	None	None	1*0=0*4, 1*0=0/4	1*0=0*4, 1*0=0/4
10:05	True	None	None	None	1*0=0*5, 1*0=0/5	1*0=0*5, 1*0=0/5
10:06	True	None	None	None	1*0=0*6, 1*0=0/6	1*0=0*6, 1*0=0/6
10:07	True	None	None	None	1*0=0*7, 1*0=0/7	1*0=0*7, 1*0=0/7
10:08	True	None	None	None	1*0=0*8, 1*0=0/8	1*0=0*8, 1*0=0/8
10:09	True	None	None	None	1*0=0*9, 1*0=0/9	1*0=0*9, 1*0=0/9
10:10	True	None	None	None	1_0=1_0, 1*0*1=0, 1*0/1=0, 1*0=1*0, 1+0-1=0, 1+0=1+0, 1+0=1-0, 1-0_1=0, 1-0-1=0, 1-0=1+0, 1-0=1-0, 1=0_1+0, 1=0_1-0, 1=0+1+0, 1=0+1-0	1_0=1_0, 1*0*1=0, 1*0/1=0, 1*0=1*0, 1+0-1=0, 1+0=1+0, 1+0=1-0, 1-0_1=0, 1-0-1=0, 1-0=1+0, 1-0=1-0, 1=0_1+0, 1=0_1-0, 1=0+1+0, 1=0+1-0
10:11	True	None	None	None	1*0_1=1, 1*0+1=1, 1*0=1-1, 1/0_1=1, 1+0*1=1, 1+0/1=1, 1+0=1*1, 1+0=1/1, 1-0*1=1, 1-0/1=1, 1-0=1*1, 1-0=1/1, 1=0_1*1, 1=0_1/1, 1=0*1+1, 1=0/1+1, 1=0+1*1, 1=0+1/1	1*0_1=1, 1*0+1=1, 1*0=1-1, 1/0_1=1, 1+0*1=1, 1+0/1=1, 1+0=1*1, 1+0=1/1, 1-0*1=1, 1-0/1=1, 1-0=1*1, 1-0=1/1, 1=0_1*1, 1=0_1/1, 1=0*1+1, 1=0/1+1, 1=0+1*1, 1=0+1/1
10:12	True	None	None	None	1+0_1=2, 1+0+1=2, 1-0+1=2, 1=0-1+2	1+0_1=2, 1+0+1=2, 1-0+1=2, 1=0-1+2
10:13	False	None	None	None	None	None
10:14	False	None	None	None	None	None
10:15	False	None	None	None	None	None
10:16	False	None	None	None	None	None
10:17	False	None	None	None	None	None
10:18	False	None	None	None	None	None
10:19	True	None	None	None	1_0-1=9, 1_0=1+9	1_0-1=9, 1_0=1+9
10:20	True	None	None	None	1*0*2=0, 1*0/2=0, 1*0=2*0	1*0*2=0, 1*0/2=0, 1*0=2*0
10:21	True	None	None	None	1+0*2=1, 1+0/2=1, 1+0=2-1, 1-0*2=1, 1-0/2=1, 1-0=2-1, 1=0_2-1, 1=0*2+1, 1=0/2+1, 1=0+2-1	1+0*2=1, 1+0/2=1, 1+0=2-1, 1-0*2=1, 1-0/2=1, 1-0=2-1, 1=0_2-1, 1=0*2+1, 1=0/2+1, 1=0+2-1
10:22	True	None	None	None	1*0_2=2, 1*0+2=2, 1*0=2-2, 1+0=2/2, 1-0=2/2, 1=0_2/2, 1=0+2/21*0_2=2, 1*0+2=2, 1*0=2-2, 1+0=2/2, 1-0=2/2, 1=0_2/2, 1=0+2/2
10:23	True	None	None	None	1+0_2=3, 1+0+2=3, 1-0+2=3, 1=0-2+3	1+0_2=3, 1+0+2=3, 1-0+2=3, 1=0-2+3
10:24	False	None	None	None	None	None
10:25	True	None	None	None	1_0/2=5, 1_0=2*5	1_0/2=5, 1_0=2*5
10:26	False	None	None	None	None	None
10:27	False	None	None	None	None	None
10:28	True	None	None	None	1_0-2=8, 1_0=2+8	1_0-2=8, 1_0=2+8
10:29	False	None	None	None	None	None
10:30	True	None	None	None	1*0*3=0, 1*0/3=0, 1*0=3*0	1*0*3=0, 1*0/3=0, 1*0=3*0
10:31	True	None	None	None	1+0*3=1, 1+0/3=1, 1-0*3=1, 1-0/3=1, 1=0*3+1, 1=0/3+1	1+0*3=1, 1+0/3=1, 1-0*3=1, 1-0/3=1, 1=0*3+1, 1=0/3+1
10:32	True	None	None	None	1+0=3-2, 1-0=3-2, 1=0_3-2, 1=0+3-2	1+0=3-2, 1-0=3-2, 1=0_3-2, 1=0+3-2
10:33	True	None	None	None	1*0_3=3, 1*0+3=3, 1*0=3-3, 1+0=3/3, 1-0=3/3, 1=0_3/3, 1=0+3/31*0_3=3, 1*0+3=3, 1*0=3-3, 1+0=3/3, 1-0=3/3, 1=0_3/3, 1=0+3/3
10:34	True	None	None	None	1+0_3=4, 1+0+3=4, 1-0+3=4, 1=0-3+4	1+0_3=4, 1+0+3=4, 1-0+3=4, 1=0-3+4
10:35	False	None	None	None	None	None
10:36	False	None	None	None	None	None
10:37	True	None	None	None	1_0-3=7, 1_0=3+7	1_0-3=7, 1_0=3+7
10:38	False	None	None	None	None	None
10:39	False	None	None	None	None	None
10:40	True	None	None	None	1*0*4=0, 1*0/4=0, 1*0=4*0	1*0*4=0, 1*0/4=0, 1*0=4*0
10:41	True	None	None	None	1+0*4=1, 1+0/4=1, 1-0*4=1, 1-0/4=1, 1=0*4+1, 1=0/4+1	1+0*4=1, 1+0/4=1, 1-0*4=1, 1-0/4=1, 1=0*4+1, 1=0/4+1
10:42	False	None	None	None	None	None
10:43	True	None	None	None	1+0=4-3, 1-0=4-3, 1=0_4-3, 1=0+4-3	1+0=4-3, 1-0=4-3, 1=0_4-3, 1=0+4-3
10:44	True	None	None	None	1*0_4=4, 1*0+4=4, 1*0=4-4, 1+0=4/4, 1-0=4/4, 1=0_4/4, 1=0+4/41*0_4=4, 1*0+4=4, 1*0=4-4, 1+0=4/4, 1-0=4/4, 1=0_4/4, 1=0+4/4
10:45	True	None	None	None	1+0_4=5, 1+0+4=5, 1-0+4=5, 1=0-4+5	1+0_4=5, 1+0+4=5, 1-0+4=5, 1=0-4+5
10:46	True	None	None	None	1_0-4=6, 1_0=4+6	1_0-4=6, 1_0=4+6
10:47	False	None	None	None	None	None
10:48	False	None	None	None	None	None
10:49	False	None	None	None	None	None
10:50	True	None	None	None	1*0*5=0, 1*0/5=0, 1*0=5*0	1*0*5=0, 1*0/5=0, 1*0=5*0
10:51	True	None	None	None	1+0*5=1, 1+0/5=1, 1-0*5=1, 1-0/5=1, 1=0*5+1, 1=0/5+1	1+0*5=1, 1+0/5=1, 1-0*5=1, 1-0/5=1, 1=0*5+1, 1=0/5+1
10:52	True	None	None	None	1_0/5=2, 1_0=5*2	1_0/5=2, 1_0=5*2
10:53	False	None	None	None	None	None
10:54	True	None	None	None	1+0=5-4, 1-0=5-4, 1=0_5-4, 1=0+5-4	1+0=5-4, 1-0=5-4, 1=0_5-4, 1=0+5-4
10:55	True	None	None	None	1_0-5=5, 1_0=5+5, 1*0_5=5, 1*0+5=5, 1*0=5-5, 1+0=5/5, 1-0=5/5, 1=0_5/5, 1=0+5/5	1_0-5=5, 1_0=5+5, 1*0_5=5, 1*0+5=5, 1*0=5-5, 1+0=5/5, 1-0=5/5, 1=0_5/5, 1=0+5/5
10:56	True	None	None	None	1+0_5=6, 1+0+5=6, 1-0+5=6, 1=0-5+6	1+0_5=6, 1+0+5=6, 1-0+5=6, 1=0-5+6
10:57	False	None	None	None	None	None
10:58	False	None	None	None	None	None
10:59	False	None	None	None	None	None
11:00	True	None	None	None	1_1*0=0, 1*1*0=0, 1/1*0=0, 1-1+0=0, 1-1-0=0, 1-1=0_0, 1-1=0*0, 1-1=0+0, 1-1=0-0, 1=1+0_0, 1=1+0*0, 1=1+0+0, 1=1+0-0, 1=1-0_0, 1=1-0*0, 1=1-0+0, 1=1-0-0	1_1*0=0, 1*1*0=0, 1/1*0=0, 1-1+0=0, 1-1-0=0, 1-1=0_0, 1-1=0*0, 1-1=0+0, 1-1=0-0, 1=1+0_0, 1=1+0*0, 1=1+0+0, 1=1+0-0, 1=1-0_0, 1=1-0*0, 1=1-0+0, 1=1-0-0
11:01	True	None	None	None	1*1+0=1, 1*1-0=1, 1*1=0_1, 1*1=0+1, 1/1+0=1, 1/1-0=1, 1/1=0_1, 1/1=0+1, 1+1*0=1, 1-1*0=1, 1-1=0*1, 1-1=0/1, 1=1*0_1, 1=1*0+1, 1=1/0_1, 1=1+0*1, 1=1+0/1, 1=1-0*1, 1=1-0/1	1*1+0=1, 1*1-0=1, 1*1=0_1, 1*1=0+1, 1/1+0=1, 1/1-0=1, 1/1=0_1, 1/1=0+1, 1+1*0=1, 1-1*0=1, 1-1=0*1, 1-1=0/1, 1=1*0_1, 1=1*0+1, 1=1/0_1, 1=1+0*1, 1=1+0/1, 1=1-0*1, 1=1-0/1
11:02	True	None	None	None	1+1+0=2, 1+1-0=2, 1+1=0_2, 1+1=0+2, 1-1=0*2, 1-1=0/2, 1=1+0*2, 1=1+0/2, 1=1-0*2, 1=1-0/2	1+1+0=2, 1+1-0=2, 1+1=0_2, 1+1=0+2, 1-1=0*2, 1-1=0/2, 1=1+0*2, 1=1+0/2, 1=1-0*2, 1=1-0/2
11:03	True	None	None	None	1-1=0*3, 1-1=0/3, 1=1+0*3, 1=1+0/3, 1=1-0*3, 1=1-0/3	1-1=0*3, 1-1=0/3, 1=1+0*3, 1=1+0/3, 1=1-0*3, 1=1-0/3
11:04	True	None	None	None	1-1=0*4, 1-1=0/4, 1=1+0*4, 1=1+0/4, 1=1-0*4, 1=1-0/4	1-1=0*4, 1-1=0/4, 1=1+0*4, 1=1+0/4, 1=1-0*4, 1=1-0/4
11:05	True	None	None	None	1-1=0*5, 1-1=0/5, 1=1+0*5, 1=1+0/5, 1=1-0*5, 1=1-0/5	1-1=0*5, 1-1=0/5, 1=1+0*5, 1=1+0/5, 1=1-0*5, 1=1-0/5
11:06	True	None	None	None	1-1=0*6, 1-1=0/6, 1=1+0*6, 1=1+0/6, 1=1-0*6, 1=1-0/6	1-1=0*6, 1-1=0/6, 1=1+0*6, 1=1+0/6, 1=1-0*6, 1=1-0/6
11:07	True	None	None	None	1-1=0*7, 1-1=0/7, 1=1+0*7, 1=1+0/7, 1=1-0*7, 1=1-0/7	1-1=0*7, 1-1=0/7, 1=1+0*7, 1=1+0/7, 1=1-0*7, 1=1-0/7
11:08	True	None	None	None	1-1=0*8, 1-1=0/8, 1=1+0*8, 1=1+0/8, 1=1-0*8, 1=1-0/8	1-1=0*8, 1-1=0/8, 1=1+0*8, 1=1+0/8, 1=1-0*8, 1=1-0/8
11:09	True	None	None	None	1-1=0*9, 1-1=0/9, 1=1_0-9, 1=1+0*9, 1=1+0/9, 1=1-0*9, 1=1-0/91-1=0*9, 1-1=0/9, 1=1_0-9, 1=1+0*9, 1=1+0/9, 1=1-0*9, 1=1-0/9
11:10	True	None	None	None	1*1-1=0, 1*1=1+0, 1*1=1-0, 1/1-1=0, 1/1=1+0, 1/1=1-0, 1-1*1=0, 1-1/1=0, 1-1=1*0, 1=1*1+0, 1=1*1-0, 1=1/1+0, 1=1/1-0, 1=1+1*0, 1=1-1*0	1*1-1=0, 1*1=1+0, 1*1=1-0, 1/1-1=0, 1/1=1+0, 1/1=1-0, 1-1*1=0, 1-1/1=0, 1-1=1*0, 1=1*1+0, 1=1*1-0, 1=1/1+0, 1=1/1-0, 1=1+1*0, 1=1-1*0
11:11	True	repeated digit	None	palindrome	1_1=1_1, 1*1*1=1, 1*1/1=1, 1*1=1*1, 1*1=1/1, 1/1*1=1, 1/1/1=1, 1/1=1*1, 1/1=1/1, 1+1-1=1, 1+1=1+1, 1-1+1=1, 1-1=1-1, 1=1*1*1, 1=1*1/1, 1=1/1*1, 1=1/1/1, 1=1+1-1, 1=1-1+1	repeated digit, palindrome, 1_1=1_1, 1*1*1=1, 1*1/1=1, 1*1=1*1, 1*1=1/1, 1/1*1=1, 1/1/1=1, 1/1=1*1, 1/1=1/1, 1+1-1=1, 1+1=1+1, 1-1+1=1, 1-1=1-1, 1=1*1*1, 1=1*1/1, 1=1/1*1, 1=1/1/1, 1=1+1-1, 1=1-1+1
11:12	True	None	None	None	1*1+1=2, 1/1+1=2, 1+1*1=2, 1+1/1=2, 1+1=1*2	1*1+1=2, 1/1+1=2, 1+1*1=2, 1+1/1=2, 1+1=1*2
11:13	True	None	None	None	1+1+1=3	1+1+1=3
11:14	False	None	None	None	None	None
11:15	False	None	None	None	None	None
11:16	False	None	None	None	None	None
11:17	False	None	None	None	None	None
11:18	False	None	None	None	None	None
11:19	False	None	None	None	None	None
11:20	True	None	None	None	1+1-2=0, 1+1=2+0, 1+1=2-0, 1-1=2*0, 1=1+2*0, 1=1-2*0	1+1-2=0, 1+1=2+0, 1+1=2-0, 1-1=2*0, 1=1+2*0, 1=1-2*0
11:21	True	None	None	None	1*1=2-1, 1/1=2-1, 1+1=2*1, 1+1=2/1, 1=1*2-1	1*1=2-1, 1/1=2-1, 1+1=2*1, 1+1=2/1, 1=1*2-1
11:22	True	None	None	None	1*1*2=2, 1*1=2/2, 1/1*2=2, 1/1=2/2, 1-1+2=2, 1-1=2-2, 1=1*2/2, 1=1/2*2, 1=1+2-2, 1=1-2+2	1*1*2=2, 1*1=2/2, 1/1*2=2, 1/1=2/2, 1-1+2=2, 1-1=2-2, 1=1*2/2, 1=1/2*2, 1=1+2-2, 1=1-2+2
11:23	True	None	None	None	1*1+2=3, 1/1+2=3, 1+1*2=3	1*1+2=3, 1/1+2=3, 1+1*2=3
11:24	True	None	None	None	1+1+2=4	1+1+2=4
11:25	False	None	None	None	None	None
11:26	False	None	None	None	None	None
11:27	False	None	None	None	None	None
11:28	False	None	None	None	None	None
11:29	True	None	None	None	1_1-2=9, 1_1=2+9	1_1-2=9, 1_1=2+9
11:30	True	None	None	None	1-1=3*0, 1=1+3*0, 1=1-3*0	1-1=3*0, 1=1+3*0, 1=1-3*0
11:31	True	None	None	None	1+1=3-1	1+1=3-1
11:32	True	None	None	None	1*1=3-2, 1/1=3-2, 1=1*3-2	1*1=3-2, 1/1=3-2, 1=1*3-2
11:33	True	None	None	None	1*1*3=3, 1*1=3/3, 1/1*3=3, 1/1=3/3, 1-1+3=3, 1-1=3-3, 1=1*3/3, 1=1/3*3, 1=1+3-3, 1=1-3+3	1*1*3=3, 1*1=3/3, 1/1*3=3, 1/1=3/3, 1-1+3=3, 1-1=3-3, 1=1*3/3, 1=1/3*3, 1=1+3-3, 1=1-3+3
11:34	True	None	None	None	1*1+3=4, 1/1+3=4, 1+1*3=4	1*1+3=4, 1/1+3=4, 1+1*3=4
11:35	True	None	None	None	1+1+3=5	1+1+3=5
11:36	False	None	None	None	None	None
11:37	False	None	None	None	None	None
11:38	True	None	None	None	1_1-3=8, 1_1=3+8	1_1-3=8, 1_1=3+8
11:39	False	None	None	None	None	None
11:40	True	None	None	None	1-1=4*0, 1=1+4*0, 1=1-4*0	1-1=4*0, 1=1+4*0, 1=1-4*0
11:41	False	None	None	None	None	None
11:42	True	None	None	None	1+1=4/2, 1+1=4-2	1+1=4/2, 1+1=4-2
11:43	True	None	None	None	1*1=4-3, 1/1=4-3, 1=1*4-3	1*1=4-3, 1/1=4-3, 1=1*4-3
11:44	True	None	None	None	1*1*4=4, 1*1=4/4, 1/1*4=4, 1/1=4/4, 1-1+4=4, 1-1=4-4, 1=1*4/4, 1=1/4*4, 1=1+4-4, 1=1-4+4	1*1*4=4, 1*1=4/4, 1/1*4=4, 1/1=4/4, 1-1+4=4, 1-1=4-4, 1=1*4/4, 1=1/4*4, 1=1+4-4, 1=1-4+4
11:45	True	None	None	None	1*1+4=5, 1/1+4=5, 1+1*4=5	1*1+4=5, 1/1+4=5, 1+1*4=5
11:46	True	None	None	None	1+1+4=6	1+1+4=6
11:47	True	None	None	None	1_1-4=7, 1_1=4+7	1_1-4=7, 1_1=4+7
11:48	False	None	None	None	None	None
11:49	False	None	None	None	None	None
11:50	True	None	None	None	1-1=5*0, 1=1+5*0, 1=1-5*0	1-1=5*0, 1=1+5*0, 1=1-5*0
11:51	False	None	None	None	None	None
11:52	False	None	None	None	None	None
11:53	True	None	None	None	1+1=5-3	1+1=5-3
11:54	True	None	None	None	1*1=5-4, 1/1=5-4, 1=1*5-4	1*1=5-4, 1/1=5-4, 1=1*5-4
11:55	True	None	None	None	1*1*5=5, 1*1=5/5, 1/1*5=5, 1/1=5/5, 1-1+5=5, 1-1=5-5, 1=1*5/5, 1=1/5*5, 1=1+5-5, 1=1-5+5	1*1*5=5, 1*1=5/5, 1/1*5=5, 1/1=5/5, 1-1+5=5, 1-1=5-5, 1=1*5/5, 1=1/5*5, 1=1+5-5, 1=1-5+5
11:56	True	None	None	None	1_1-5=6, 1_1=5+6, 1*1+5=6, 1/1+5=6, 1+1*5=6	1_1-5=6, 1_1=5+6, 1*1+5=6, 1/1+5=6, 1+1*5=6
11:57	True	None	None	None	1+1+5=7	1+1+5=7
11:58	False	None	None	None	None	None
11:59	False	None	None	None	None	None
12:00	True	None	None	None	1_2*0=0, 1*2*0=0, 1/2*0=0	1_2*0=0, 1*2*0=0, 1/2*0=0
12:01	True	None	None	None	1+2*0=1, 1-2*0=1, 1-2=0-1, 1=2*0+1, 1=2+0-1, 1=2-0_1, 1=2-0-11+2*0=1, 1-2*0=1, 1-2=0-1, 1=2*0+1, 1=2+0-1, 1=2-0_1, 1=2-0-1
12:02	True	None	None	None	1*2+0=2, 1*2-0=2, 1*2=0_2, 1*2=0+2, 1=2/0_2	1*2+0=2, 1*2-0=2, 1*2=0_2, 1*2=0+2, 1=2/0_2
12:03	True	None	None	None	1+2+0=3, 1+2-0=3, 1+2=0_3, 1+2=0+3	1+2+0=3, 1+2-0=3, 1+2=0_3, 1+2=0+3
12:04	False	None	None	None	None	None
12:05	False	None	None	None	None	None
12:06	False	None	None	None	None	None
12:07	False	None	None	None	None	None
12:08	False	None	None	None	None	None
12:09	False	None	None	None	None	None
12:10	True	None	None	None	1-2+1=0, 1=2-1+0, 1=2-1-0	1-2+1=0, 1=2-1+0, 1=2-1-0
12:11	True	None	None	None	1*2-1=1, 1*2=1+1, 1=2*1-1, 1=2/1-1, 1=2-1*1, 1=2-1/1	1*2-1=1, 1*2=1+1, 1=2*1-1, 1=2/1-1, 1=2-1*1, 1=2-1/1
12:12	True	None	None	None	1_2=1_2, 1*2*1=2, 1*2/1=2, 1*2=1*2, 1/2=1/2, 1+2-1=2, 1+2=1+2, 1-2=1-2, 1=2*1/2, 1=2/1/2, 1=2+1-2	1_2=1_2, 1*2*1=2, 1*2/1=2, 1*2=1*2, 1/2=1/2, 1+2-1=2, 1+2=1+2, 1-2=1-2, 1=2*1/2, 1=2/1/2, 1=2+1-2
12:13	True	None	None	None	1*2+1=3, 1+2*1=3, 1+2/1=3, 1+2=1*3	1*2+1=3, 1+2*1=3, 1+2/1=3, 1+2=1*3
12:14	True	None	None	None	1+2+1=4	1+2+1=4
12:15	False	None	None	None	None	None
12:16	False	None	None	None	None	None
12:17	False	None	None	None	None	None
12:18	False	None	None	None	None	None
12:19	False	None	None	None	None	None
12:20	True	None	None	None	1*2-2=0, 1*2=2+0, 1*2=2-0, 1-2/2=0, 1=2/2+0, 1=2/2-0	1*2-2=0, 1*2=2+0, 1*2=2-0, 1-2/2=0, 1=2/2+0, 1=2/2-0
12:21	True	None	None	palindrome	1*2/2=1, 1*2=2*1, 1*2=2/1, 1/2*2=1, 1+2-2=1, 1+2=2+1, 1-2+2=1, 1=2/2*1, 1=2/2/1, 1=2-2+1	palindrome, 1*2/2=1, 1*2=2*1, 1*2=2/1, 1/2*2=1, 1+2-2=1, 1+2=2+1, 1-2+2=1, 1=2/2*1, 1=2/2/1, 1=2-2+1
12:22	True	None	None	None	1+2/2=2, 1=2-2/2	1+2/2=2, 1=2-2/2
12:23	True	None	None	None	1-2=2-3, 1=2*2-3, 1=2+2-3	1-2=2-3, 1=2*2-3, 1=2+2-3
12:24	True	None	None	None	1*2*2=4, 1*2+2=4, 1/2=2/4, 1=2*2/4	1*2*2=4, 1*2+2=4, 1/2=2/4, 1=2*2/4
12:25	True	None	None	None	1+2*2=5, 1+2+2=5	1+2*2=5, 1+2+2=5
12:26	True	None	None	None	1_2/2=6, 1_2=2*6	1_2/2=6, 1_2=2*6
12:27	False	None	None	None	None	None
12:28	False	None	None	None	None	None
12:29	False	None	None	None	None	None
12:30	True	None	None	None	1+2-3=0, 1+2=3+0, 1+2=3-0	1+2-3=0, 1+2=3+0, 1+2=3-0
12:31	True	None	None	None	1*2=3-1, 1+2=3*1, 1+2=3/1	1*2=3-1, 1+2=3*1, 1+2=3/1
12:32	True	None	None	None	1-2+3=2, 1=2-3+2	1-2+3=2, 1=2-3+2
12:33	True	None	None	None	1=2-3/3	1=2-3/3
12:34	True	None	incrementing	None	1_2/3=4, 1_2=3*4, 1-2=3-4, 1=2+3-4	incrementing, 1_2/3=4, 1_2=3*4, 1-2=3-4, 1=2+3-4
12:35	True	None	None	None	1*2+3=5, 1=2*3-5	1*2+3=5, 1=2*3-5
12:36	True	None	None	None	1*2*3=6, 1/2=3/6, 1+2+3=6, 1=2*3/6	1*2*3=6, 1/2=3/6, 1+2+3=6, 1=2*3/6
12:37	True	None	None	None	1+2*3=7	1+2*3=7
12:38	False	None	None	None	None	None
12:39	True	None	None	None	1_2-3=9, 1_2=3+9	1_2-3=9, 1_2=3+9
12:40	False	None	None	None	None	None
12:41	True	None	None	None	1+2=4-1	1+2=4-1
12:42	True	None	None	None	1*2=4/2, 1*2=4-2, 1/2*4=2, 1=2/4*2	1*2=4/2, 1*2=4-2, 1/2*4=2, 1=2/4*2
12:43	True	None	None	None	1_2/4=3, 1_2=4*3, 1-2+4=3, 1=2-4+3	1_2/4=3, 1_2=4*3, 1-2+4=3, 1=2-4+3
12:44	True	None	None	None	1=2-4/4	1=2-4/4
12:45	True	None	None	None	1-2=4-5, 1=2+4-5	1-2=4-5, 1=2+4-5
12:46	True	None	None	None	1*2+4=6	1*2+4=6
12:47	True	None	None	None	1+2+4=7, 1=2*4-7	1+2+4=7, 1=2*4-7
12:48	True	None	None	None	1_2-4=8, 1_2=4+8, 1*2*4=8, 1/2=4/8, 1=2*4/8	1_2-4=8, 1_2=4+8, 1*2*4=8, 1/2=4/8, 1=2*4/8
12:49	True	None	None	None	1+2*4=9	1+2*4=9
12:50	False	None	None	None	None	None
12:51	False	None	None	None	None	None
12:52	True	None	None	None	1+2=5-2	1+2=5-2
12:53	True	None	None	None	1*2=5-3	1*2=5-3
12:54	True	None	None	None	1-2+5=4, 1=2-5+4	1-2+5=4, 1=2-5+4
12:55	True	None	None	None	1=2-5/5	1=2-5/5
12:56	True	None	None	None	1-2=5-6, 1=2+5-6	1-2=5-6, 1=2+5-6
12:57	True	None	None	None	1_2-5=7, 1_2=5+7, 1*2+5=7	1_2-5=7, 1_2=5+7, 1*2+5=7
12:58	True	None	None	None	1+2+5=8	1+2+5=8
12:59	True	None	None	None	1=2*5-9	1=2*5-9
